3.043037719726562500e+02,3.042922668457031250e+02,3.042819824218750000e+02,3.043356323242187500e+02,3.043863220214843750e+02,3.046239013671875000e+02,3.050625610351562500e+02,3.051988220214843750e+02,3.051314697265625000e+02,3.054762268066406250e+02,3.055636291503906250e+02,3.055664367675781250e+02,3.054823913574218750e+02,3.058595275878906250e+02,3.058273315429687500e+02,3.055233154296875000e+02,3.052918090820312500e+02,3.057314453125000000e+02,3.055384216308593750e+02,3.052868347167968750e+02,3.052783813476562500e+02,3.056578674316406250e+02,3.055584716796875000e+02,3.057807922363281250e+02,3.055289001464843750e+02,3.054279479980468750e+02,3.056944885253906250e+02,3.057740478515625000e+02,3.059818115234375000e+02,3.058584289550781250e+02
3.041965332031250000e+02,3.048386535644531250e+02,3.047437133789062500e+02,3.048254394531250000e+02,3.048826904296875000e+02,3.051898498535156250e+02,3.052371215820312500e+02,3.052680969238281250e+02,3.054211120605468750e+02,3.057912597656250000e+02,3.060093688964843750e+02,3.060619201660156250e+02,3.060326232910156250e+02,3.058320007324218750e+02,3.059720764160156250e+02,3.055068664550781250e+02,3.053013305664062500e+02,3.057575683593750000e+02,3.057804260253906250e+02,3.057918701171875000e+02,3.061586914062500000e+02,3.058181457519531250e+02,3.057581481933593750e+02,3.058986206054687500e+02,3.057536926269531250e+02,3.059507446289062500e+02,3.060215454101562500e+02,3.060388488769531250e+02,3.063525085449218750e+02,3.063420715332031250e+02
3.040649719238281250e+02,3.046918945312500000e+02,3.046510925292968750e+02,3.046741027832031250e+02,3.048771667480468750e+02,3.050888061523437500e+02,3.053020629882812500e+02,3.054149780273437500e+02,3.054617309570312500e+02,3.058927307128906250e+02,3.061589355468750000e+02,3.061960754394531250e+02,3.061708984375000000e+02,3.057480163574218750e+02,3.056281127929687500e+02,3.053045959472656250e+02,3.051880187988281250e+02,3.055910034179687500e+02,3.055398559570312500e+02,3.055761718750000000e+02,3.056894226074218750e+02,3.058117675781250000e+02,3.058356933593750000e+02,3.059376220703125000e+02,3.060539245605468750e+02,3.063038940429687500e+02,3.065609741210937500e+02,3.068313903808593750e+02,3.068925476074218750e+02,3.068223876953125000e+02
3.040395202636718750e+02,3.041472167968750000e+02,3.044147033691406250e+02,3.047273254394531250e+02,3.050166015625000000e+02,3.052648010253906250e+02,3.056459350585937500e+02,3.056689453125000000e+02,3.057210083007812500e+02,3.059564514160156250e+02,3.060882568359375000e+02,3.059831237792968750e+02,3.059751281738281250e+02,3.058423461914062500e+02,3.053381042480468750e+02,3.049524841308593750e+02,3.049352111816406250e+02,3.052329101562500000e+02,3.052275085449218750e+02,3.055502929687500000e+02,3.057667236328125000e+02,3.056458435058593750e+02,3.058743286132812500e+02,3.060201110839843750e+02,3.062396850585937500e+02,3.063412780761718750e+02,3.066427612304687500e+02,3.067530822753906250e+02,3.067974853515625000e+02,3.068807067871093750e+02
3.038183288574218750e+02,3.041295776367187500e+02,3.043739624023437500e+02,3.047575073242187500e+02,3.049970092773437500e+02,3.051780700683593750e+02,3.056041870117187500e+02,3.055769958496093750e+02,3.058756408691406250e+02,3.063957519531250000e+02,3.055158691406250000e+02,3.056870117187500000e+02,3.059248657226562500e+02,3.054651184082031250e+02,3.050191040039062500e+02,3.051301269531250000e+02,3.048694152832031250e+02,3.045998840332031250e+02,3.060436401367187500e+02,3.057011413574218750e+02,3.052910156250000000e+02,3.059648132324218750e+02,3.059713439941406250e+02,3.062281188964843750e+02,3.061610717773437500e+02,3.067774963378906250e+02,3.067126464843750000e+02,3.067554931640625000e+02,3.067735900878906250e+02,3.067055664062500000e+02
3.042028808593750000e+02,3.043782348632812500e+02,3.045698852539062500e+02,3.048595886230468750e+02,3.054246826171875000e+02,3.062442626953125000e+02,3.062612304687500000e+02,3.059461059570312500e+02,3.063135986328125000e+02,3.057981872558593750e+02,3.054788818359375000e+02,3.057698059082031250e+02,3.055951843261718750e+02,3.053822631835937500e+02,3.051297607421875000e+02,3.048718566894531250e+02,3.044545288085937500e+02,3.048415527343750000e+02,3.047843322753906250e+02,3.044861755371093750e+02,3.056987609863281250e+02,3.062186584472656250e+02,3.061653747558593750e+02,3.058000793457031250e+02,3.064687805175781250e+02,3.062711486816406250e+02,3.066650390625000000e+02,3.067206115722656250e+02,3.067233276367187500e+02,3.066670837402343750e+02
3.045255432128906250e+02,3.050241088867187500e+02,3.050454711914062500e+02,3.050150146484375000e+02,3.061618041992187500e+02,3.065562438964843750e+02,3.061632385253906250e+02,3.064781494140625000e+02,3.066274414062500000e+02,3.058994750976562500e+02,3.055301208496093750e+02,3.056214294433593750e+02,3.051895141601562500e+02,3.049610595703125000e+02,3.049183349609375000e+02,3.051837768554687500e+02,3.044006347656250000e+02,3.043081970214843750e+02,3.049510498046875000e+02,3.055778198242187500e+02,3.052644653320312500e+02,3.055962219238281250e+02,3.059675598144531250e+02,3.053298645019531250e+02,3.060305175781250000e+02,3.065514831542968750e+02,3.065755310058593750e+02,3.065254516601562500e+02,3.066563720703125000e+02,3.065870056152343750e+02
3.048685302734375000e+02,3.054095458984375000e+02,3.053372802734375000e+02,3.052553710937500000e+02,3.062735595703125000e+02,3.040364990234375000e+02,3.049965209960937500e+02,3.064782104492187500e+02,3.064767761230468750e+02,3.061967163085937500e+02,3.059998779296875000e+02,3.059819641113281250e+02,3.051588745117187500e+02,3.047929992675781250e+02,3.049979553222656250e+02,3.048070678710937500e+02,3.047149047851562500e+02,3.043005065917968750e+02,3.055659179687500000e+02,3.056185913085937500e+02,3.059615478515625000e+02,3.053005065917968750e+02,3.063913879394531250e+02,3.053379821777343750e+02,3.061818542480468750e+02,3.057456359863281250e+02,3.059666748046875000e+02,3.061954345703125000e+02,3.063182678222656250e+02,3.062751464843750000e+02
3.050903625488281250e+02,3.056078796386718750e+02,3.057936706542968750e+02,3.056675720214843750e+02,3.060241699218750000e+02,3.054375000000000000e+02,3.057780761718750000e+02,3.059756774902343750e+02,3.063176879882812500e+02,3.060116577148437500e+02,3.058280334472656250e+02,3.059264221191406250e+02,3.050935974121093750e+02,3.058420410156250000e+02,3.050486450195312500e+02,3.053898315429687500e+02,3.044310607910156250e+02,3.050446472167968750e+02,3.047611389160156250e+02,3.057297058105468750e+02,3.048462524414062500e+02,3.058144226074218750e+02,3.060651245117187500e+02,3.060638122558593750e+02,3.053705749511718750e+02,3.056177673339843750e+02,3.058018188476562500e+02,3.060585937500000000e+02,3.060325012207031250e+02,3.059835510253906250e+02
3.051876220703125000e+02,3.056960449218750000e+02,3.057420043945312500e+02,3.056436462402343750e+02,3.058380737304687500e+02,3.056739807128906250e+02,3.059783935546875000e+02,3.062235717773437500e+02,3.060361328125000000e+02,3.059966430664062500e+02,3.063697204589843750e+02,3.057225341796875000e+02,3.056260070800781250e+02,3.059651489257812500e+02,3.054527587890625000e+02,3.053547973632812500e+02,3.050487060546875000e+02,3.056801757812500000e+02,3.049703063964843750e+02,3.058848266601562500e+02,3.050312805175781250e+02,3.055979919433593750e+02,3.051914672851562500e+02,3.050807800292968750e+02,3.062538757324218750e+02,3.061532592773437500e+02,3.058623352050781250e+02,3.059175720214843750e+02,3.057955932617187500e+02,3.057276611328125000e+02
