nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.904914855957031250e+00,5.232429504394531250e+00,4.941581726074218750e+00,4.897064208984375000e+00,3.221145629882812500e+00,5.213760375976562500e+00,3.096008300781250000e+00,4.603309631347656250e+00,4.174575805664062500e+00,2.548875808715820312e+00
3.915634155273437500e+00,2.051200866699218750e+00,3.901649475097656250e+00,4.330295562744140625e+00,2.131168365478515625e+00,2.055709838867187500e+00,1.989303588867187500e+00,2.666427612304687500e+00,1.938381195068359375e+00,1.252780914306640625e+00
3.915634155273437500e+00,2.051200866699218750e+00,3.901657104492187500e+00,4.330295562744140625e+00,2.131168365478515625e+00,2.055709838867187500e+00,1.989303588867187500e+00,2.666423797607421875e+00,1.938377380371093750e+00,1.252777099609375000e+00
2.026000976562500000e+00,7.015075683593750000e-01,2.289573669433593750e+00,2.717014312744140625e+00,9.893035888671875000e-01,5.402984619140625000e-01,7.666244506835937500e-01,1.306228637695312500e+00,6.811943054199218750e-01,5.765419006347656250e-01
9.554595947265625000e-01,-7.118225097656250000e-02,1.350494384765625000e+00,1.869400024414062500e+00,3.934631347656250000e-01,-3.038024902343750000e-01,8.773803710937500000e-02,5.544509887695312500e-01,-3.002548217773437500e-02,1.966972351074218750e-01
9.554672241210937500e-01,-7.116699218750000000e-02,1.350494384765625000e+00,1.869403839111328125e+00,3.934631347656250000e-01,-3.038024902343750000e-01,8.773803710937500000e-02,5.544471740722656250e-01,-3.002929687500000000e-02,1.966972351074218750e-01
9.554672241210937500e-01,-7.118225097656250000e-02,1.350502014160156250e+00,1.869400024414062500e+00,3.934631347656250000e-01,-3.038101196289062500e-01,8.773803710937500000e-02,5.544471740722656250e-01,-3.002929687500000000e-02,1.966934204101562500e-01
6.667938232421875000e-01,-2.361068725585937500e-01,1.087303161621093750e+00,1.571090698242187500e+00,2.470664978027343750e-01,-4.787826538085937500e-01,-7.704162597656250000e-02,3.677330017089843750e-01,-1.799316406250000000e-01,1.104621887207031250e-01
2.789154052734375000e-01,-4.622344970703125000e-01,7.147750854492187500e-01,1.220668792724609375e+00,7.686996459960937500e-02,-7.063980102539062500e-01,-2.902679443359375000e-01,1.280136108398437500e-01,-3.813056945800781250e-01,-4.024505615234375000e-03
2.789154052734375000e-01,-4.622268676757812500e-01,7.147827148437500000e-01,1.220672607421875000e+00,7.687377929687500000e-02,-7.064056396484375000e-01,-2.902679443359375000e-01,1.280097961425781250e-01,-3.813018798828125000e-01,-4.024505615234375000e-03
2.789077758789062500e-01,-4.622344970703125000e-01,7.147674560546875000e-01,1.220672607421875000e+00,7.687377929687500000e-02,-7.064056396484375000e-01,-2.902679443359375000e-01,1.280136108398437500e-01,-3.813018798828125000e-01,-4.024505615234375000e-03
2.789154052734375000e-01,-4.622344970703125000e-01,7.147827148437500000e-01,1.220680236816406250e+00,7.686996459960937500e-02,-7.064056396484375000e-01,-2.902755737304687500e-01,1.280097961425781250e-01,-3.813018798828125000e-01,-4.024505615234375000e-03
2.621994018554687500e-01,-4.681701660156250000e-01,7.012329101562500000e-01,1.188613891601562500e+00,7.502746582031250000e-02,-7.123031616210937500e-01,-3.014068603515625000e-01,1.174736022949218750e-01,-3.866920471191406250e-01,-8.991241455078125000e-03
2.683258056640625000e-02,-5.641555786132812500e-01,4.203491210937500000e-01,9.466247558593750000e-01,6.186294555664062500e-02,-7.804946899414062500e-01,-4.272308349609375000e-01,3.189086914062500000e-03,-4.630470275878906250e-01,-7.479858398437500000e-02
2.682495117187500000e-02,-5.641479492187500000e-01,4.203414916992187500e-01,9.466247558593750000e-01,6.187057495117187500e-02,-7.804946899414062500e-01,-4.272308349609375000e-01,3.196716308593750000e-03,-4.630470275878906250e-01,-7.479476928710937500e-02
2.682495117187500000e-02,-5.641555786132812500e-01,4.203567504882812500e-01,9.466323852539062500e-01,6.186676025390625000e-02,-7.804946899414062500e-01,-4.272308349609375000e-01,3.189086914062500000e-03,-4.630508422851562500e-01,-7.479476928710937500e-02
2.681732177734375000e-02,-5.641555786132812500e-01,4.203414916992187500e-01,9.466247558593750000e-01,6.186294555664062500e-02,-7.804946899414062500e-01,-4.272308349609375000e-01,3.196716308593750000e-03,-4.630470275878906250e-01,-7.479858398437500000e-02
2.682495117187500000e-02,-5.641555786132812500e-01,4.203491210937500000e-01,9.466323852539062500e-01,6.186676025390625000e-02,-7.805023193359375000e-01,-4.272308349609375000e-01,3.192901611328125000e-03,-4.630470275878906250e-01,-7.479476928710937500e-02
2.683258056640625000e-02,-5.641555786132812500e-01,4.203491210937500000e-01,9.466247558593750000e-01,6.186676025390625000e-02,-7.804946899414062500e-01,-4.272308349609375000e-01,3.189086914062500000e-03,-4.630470275878906250e-01,-7.479476928710937500e-02
-2.181243896484375000e-02,-5.658264160156250000e-01,3.639602661132812500e-01,8.686141967773437500e-01,1.018028259277343750e-01,-7.454071044921875000e-01,-4.538192749023437500e-01,3.234863281250000000e-03,-4.480056762695312500e-01,-9.600448608398437500e-02
-1.206588745117187500e-01,-5.693969726562500000e-01,2.328109741210937500e-01,7.510147094726562500e-01,1.588897705078125000e-01,-6.803283691406250000e-01,-5.027465820312500000e-01,3.299713134765625000e-03,-4.173202514648437500e-01,-1.381950378417968750e-01
-1.206588745117187500e-01,-5.694046020507812500e-01,2.328033447265625000e-01,7.509994506835937500e-01,1.588973999023437500e-01,-6.803207397460937500e-01,-5.027542114257812500e-01,3.299713134765625000e-03,-4.173278808593750000e-01,-1.381912231445312500e-01
-1.206588745117187500e-01,-5.694046020507812500e-01,2.328033447265625000e-01,7.510070800781250000e-01,1.588973999023437500e-01,-6.803283691406250000e-01,-5.027465820312500000e-01,3.303527832031250000e-03,-4.173240661621093750e-01,-1.381912231445312500e-01
-1.206588745117187500e-01,-5.694046020507812500e-01,2.328109741210937500e-01,7.510070800781250000e-01,1.588897705078125000e-01,-6.803283691406250000e-01,-5.027542114257812500e-01,3.299713134765625000e-03,-4.173278808593750000e-01,-1.381912231445312500e-01
-1.206588745117187500e-01,-5.693969726562500000e-01,2.327957153320312500e-01,7.510070800781250000e-01,1.588973999023437500e-01,-6.803283691406250000e-01,-5.027465820312500000e-01,3.299713134765625000e-03,-4.173240661621093750e-01,-1.381950378417968750e-01
-1.206588745117187500e-01,-5.694122314453125000e-01,2.328109741210937500e-01,7.509994506835937500e-01,1.588973999023437500e-01,-6.803283691406250000e-01,-5.027465820312500000e-01,3.299713134765625000e-03,-4.173278808593750000e-01,-1.381912231445312500e-01
