nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1.585351562500000000e+01,-8.349609375000000000e+00,-1.316015625000000000e+01,-1.715917968750000000e+01,-1.426367187500000000e+01,5.181640625000000000e+00,3.818359375000000000e-01,-1.452929687500000000e+01,-1.860839843750000000e+01,-1.647851562500000000e+01,-1.627636718750000000e+01,-1.597167968750000000e+01,-1.521875000000000000e+01,-7.309570312500000000e+00,-1.247851562500000000e+01,-1.855468750000000000e+01,-1.802832031250000000e+01,-1.934179687500000000e+01,-1.058593750000000000e+01,-3.215820312500000000e+00,-1.506445312500000000e+01,-1.442968750000000000e+01,-4.782226562500000000e+00,-8.339843750000000000e+00,-1.395312500000000000e+01,-1.347460937500000000e+01,-1.528906250000000000e+01,-1.369726562500000000e+01,-1.513964843750000000e+01,-1.752246093750000000e+01,-1.748535156250000000e+01,-1.609960937500000000e+01,-1.495703125000000000e+01,-1.278808593750000000e+01,-1.506152343750000000e+01,-1.546679687500000000e+01,-1.598242187500000000e+01,-1.386718750000000000e+01,-8.734375000000000000e+00,-1.666601562500000000e+01,-1.656933593750000000e+01,-1.536718750000000000e+01,-1.455664062500000000e+01,-1.613574218750000000e+01,-1.457519531250000000e+01,-1.618066406250000000e+01,-1.659179687500000000e+01,-1.610156250000000000e+01,-1.796093750000000000e+01,-1.786132812500000000e+01
-1.086816406250000000e+01,-7.660156250000000000e+00,-9.912109375000000000e+00,-1.166992187500000000e+01,-7.781250000000000000e+00,7.494140625000000000e+00,4.476562500000000000e+00,-8.849609375000000000e+00,-1.247265625000000000e+01,-1.159960937500000000e+01,-1.165625000000000000e+01,-1.144140625000000000e+01,-1.070117187500000000e+01,-6.925781250000000000e+00,-1.041894531250000000e+01,-1.301074218750000000e+01,-1.234863281250000000e+01,-1.034082031250000000e+01,-1.782226562500000000e+00,-1.625976562500000000e+00,-8.832031250000000000e+00,-9.106445312500000000e+00,-1.797851562500000000e+00,-4.077148437500000000e+00,-9.850585937500000000e+00,-1.084765625000000000e+01,-1.153320312500000000e+01,-1.109375000000000000e+01,-1.116015625000000000e+01,-1.225097656250000000e+01,-1.221777343750000000e+01,-1.134765625000000000e+01,-9.061523437500000000e+00,-5.863281250000000000e+00,-9.545898437500000000e+00,-1.043554687500000000e+01,-1.138574218750000000e+01,-1.081640625000000000e+01,-1.344042968750000000e+01,-1.201855468750000000e+01,-1.197558593750000000e+01,-1.169921875000000000e+01,-1.141210937500000000e+01,-1.183691406250000000e+01,-1.133007812500000000e+01,-1.167968750000000000e+01,-1.178417968750000000e+01,-1.189355468750000000e+01,-1.240429687500000000e+01,-1.236328125000000000e+01
-1.086718750000000000e+01,-7.661132812500000000e+00,-9.912109375000000000e+00,-1.166992187500000000e+01,-7.780273437500000000e+00,7.493164062500000000e+00,4.475585937500000000e+00,-8.850585937500000000e+00,-1.247363281250000000e+01,-1.160058593750000000e+01,-1.165820312500000000e+01,-1.144140625000000000e+01,-1.070117187500000000e+01,-6.926757812500000000e+00,-1.041699218750000000e+01,-1.300976562500000000e+01,-1.234765625000000000e+01,-1.034082031250000000e+01,-1.781250000000000000e+00,-1.625976562500000000e+00,-8.832031250000000000e+00,-9.107421875000000000e+00,-1.798828125000000000e+00,-4.077148437500000000e+00,-9.850585937500000000e+00,-1.084667968750000000e+01,-1.153320312500000000e+01,-1.109375000000000000e+01,-1.116015625000000000e+01,-1.225000000000000000e+01,-1.221972656250000000e+01,-1.134765625000000000e+01,-9.060546875000000000e+00,-5.864257812500000000e+00,-9.545898437500000000e+00,-1.043554687500000000e+01,-1.138574218750000000e+01,-1.081738281250000000e+01,-1.343945312500000000e+01,-1.201953125000000000e+01,-1.197460937500000000e+01,-1.169824218750000000e+01,-1.141210937500000000e+01,-1.183593750000000000e+01,-1.133105468750000000e+01,-1.167968750000000000e+01,-1.178320312500000000e+01,-1.189257812500000000e+01,-1.240625000000000000e+01,-1.236328125000000000e+01
-9.928710937500000000e+00,-6.736328125000000000e+00,-8.435546875000000000e+00,-1.018457031250000000e+01,-7.251953125000000000e+00,-3.625000000000000000e+00,-3.899414062500000000e+00,-8.075195312500000000e+00,-1.066308593750000000e+01,-1.059179687500000000e+01,-1.062597656250000000e+01,-1.049511718750000000e+01,-9.956054687500000000e+00,-7.021484375000000000e+00,-9.746093750000000000e+00,-1.129199218750000000e+01,-1.071484375000000000e+01,-8.087890625000000000e+00,-1.201171875000000000e+00,-2.267578125000000000e+00,-7.902343750000000000e+00,-8.437500000000000000e+00,-3.359375000000000000e+00,-5.166015625000000000e+00,-9.674804687500000000e+00,-1.014843750000000000e+01,-1.063964843750000000e+01,-1.034179687500000000e+01,-1.023925781250000000e+01,-1.094726562500000000e+01,-1.095800781250000000e+01,-1.036816406250000000e+01,-8.739257812500000000e+00,-6.862304687500000000e+00,-8.901367187500000000e+00,-9.703125000000000000e+00,-1.037792968750000000e+01,-9.843750000000000000e+00,-1.221093750000000000e+01,-1.075683593750000000e+01,-1.068261718750000000e+01,-1.068945312500000000e+01,-1.057031250000000000e+01,-1.072363281250000000e+01,-1.049121093750000000e+01,-1.041113281250000000e+01,-1.060644531250000000e+01,-1.080468750000000000e+01,-1.089843750000000000e+01,-1.096679687500000000e+01
-9.399414062500000000e+00,-6.272460937500000000e+00,-7.673828125000000000e+00,-9.377929687500000000e+00,-6.970703125000000000e+00,-9.322265625000000000e+00,-8.166015625000000000e+00,-7.668945312500000000e+00,-9.668945312500000000e+00,-1.002636718750000000e+01,-1.003906250000000000e+01,-9.958984375000000000e+00,-9.547851562500000000e+00,-7.070312500000000000e+00,-9.387695312500000000e+00,-1.034765625000000000e+01,-9.835937500000000000e+00,-6.951171875000000000e+00,-9.414062500000000000e-01,-2.502929687500000000e+00,-7.503906250000000000e+00,-8.095703125000000000e+00,-4.125976562500000000e+00,-5.718750000000000000e+00,-9.578125000000000000e+00,-9.758789062500000000e+00,-1.013085937500000000e+01,-9.915039062500000000e+00,-9.717773437500000000e+00,-1.019824218750000000e+01,-1.023828125000000000e+01,-9.812500000000000000e+00,-8.560546875000000000e+00,-7.392578125000000000e+00,-8.546875000000000000e+00,-9.290039062500000000e+00,-9.807617187500000000e+00,-9.323242187500000000e+00,-1.155664062500000000e+01,-1.004785156250000000e+01,-9.953125000000000000e+00,-1.011621093750000000e+01,-1.008886718750000000e+01,-1.008984375000000000e+01,-1.001855468750000000e+01,-9.710937500000000000e+00,-9.946289062500000000e+00,-1.019335937500000000e+01,-1.005957031250000000e+01,-1.017480468750000000e+01
-9.399414062500000000e+00,-6.273437500000000000e+00,-7.673828125000000000e+00,-9.377929687500000000e+00,-6.968750000000000000e+00,-9.323242187500000000e+00,-8.167968750000000000e+00,-7.669921875000000000e+00,-9.668945312500000000e+00,-1.002441406250000000e+01,-1.003906250000000000e+01,-9.958984375000000000e+00,-9.545898437500000000e+00,-7.071289062500000000e+00,-9.386718750000000000e+00,-1.034765625000000000e+01,-9.834960937500000000e+00,-6.949218750000000000e+00,-9.414062500000000000e-01,-2.504882812500000000e+00,-7.501953125000000000e+00,-8.097656250000000000e+00,-4.125976562500000000e+00,-5.719726562500000000e+00,-9.577148437500000000e+00,-9.758789062500000000e+00,-1.012988281250000000e+01,-9.914062500000000000e+00,-9.719726562500000000e+00,-1.019726562500000000e+01,-1.023730468750000000e+01,-9.814453125000000000e+00,-8.561523437500000000e+00,-7.391601562500000000e+00,-8.545898437500000000e+00,-9.288085937500000000e+00,-9.807617187500000000e+00,-9.325195312500000000e+00,-1.155468750000000000e+01,-1.004882812500000000e+01,-9.953125000000000000e+00,-1.011621093750000000e+01,-1.009082031250000000e+01,-1.008886718750000000e+01,-1.001855468750000000e+01,-9.708984375000000000e+00,-9.945312500000000000e+00,-1.019238281250000000e+01,-1.005859375000000000e+01,-1.017382812500000000e+01
-9.399414062500000000e+00,-6.272460937500000000e+00,-7.674804687500000000e+00,-9.378906250000000000e+00,-6.970703125000000000e+00,-9.323242187500000000e+00,-8.167968750000000000e+00,-7.669921875000000000e+00,-9.668945312500000000e+00,-1.002539062500000000e+01,-1.003808593750000000e+01,-9.958007812500000000e+00,-9.546875000000000000e+00,-7.070312500000000000e+00,-9.387695312500000000e+00,-1.034863281250000000e+01,-9.834960937500000000e+00,-6.951171875000000000e+00,-9.394531250000000000e-01,-2.503906250000000000e+00,-7.503906250000000000e+00,-8.096679687500000000e+00,-4.125976562500000000e+00,-5.718750000000000000e+00,-9.578125000000000000e+00,-9.759765625000000000e+00,-1.013085937500000000e+01,-9.915039062500000000e+00,-9.718750000000000000e+00,-1.019921875000000000e+01,-1.023828125000000000e+01,-9.813476562500000000e+00,-8.561523437500000000e+00,-7.392578125000000000e+00,-8.547851562500000000e+00,-9.290039062500000000e+00,-9.808593750000000000e+00,-9.323242187500000000e+00,-1.155664062500000000e+01,-1.004882812500000000e+01,-9.953125000000000000e+00,-1.011718750000000000e+01,-1.008886718750000000e+01,-1.008886718750000000e+01,-1.001660156250000000e+01,-9.710937500000000000e+00,-9.946289062500000000e+00,-1.019433593750000000e+01,-1.005859375000000000e+01,-1.017480468750000000e+01
-9.304687500000000000e+00,-6.282226562500000000e+00,-7.498046875000000000e+00,-9.156250000000000000e+00,-6.828125000000000000e+00,-8.154296875000000000e+00,-7.543945312500000000e+00,-7.660156250000000000e+00,-9.479492187500000000e+00,-9.862304687500000000e+00,-9.897460937500000000e+00,-9.819335937500000000e+00,-9.471679687500000000e+00,-7.707031250000000000e+00,-9.345703125000000000e+00,-1.004882812500000000e+01,-9.570312500000000000e+00,-6.915039062500000000e+00,-1.513671875000000000e+00,-3.779296875000000000e+00,-7.480468750000000000e+00,-8.037109375000000000e+00,-5.194335937500000000e+00,-6.429687500000000000e+00,-9.578125000000000000e+00,-9.669921875000000000e+00,-9.976562500000000000e+00,-9.814453125000000000e+00,-9.615234375000000000e+00,-1.001074218750000000e+01,-1.005273437500000000e+01,-9.720703125000000000e+00,-8.608398437500000000e+00,-7.581054687500000000e+00,-8.519531250000000000e+00,-9.291992187500000000e+00,-9.673828125000000000e+00,-9.246093750000000000e+00,-1.105859375000000000e+01,-9.869140625000000000e+00,-9.792968750000000000e+00,-9.978515625000000000e+00,-9.957031250000000000e+00,-9.926757812500000000e+00,-9.887695312500000000e+00,-9.593750000000000000e+00,-9.811523437500000000e+00,-1.003613281250000000e+01,-9.892578125000000000e+00,-9.994140625000000000e+00
