nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-3.000000000000000000e+01,-3.000000000000000000e+01,1.252012920379638672e+01,-3.207352876663208008e+00,-1.768500518798828125e+01,4.259389400482177734e+00,5.516809821128845215e-01,-2.885986137390136719e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-1.815862464904785156e+01,-2.006653404235839844e+01,-2.195348739624023438e+01,-3.951957702636718750e+00,-1.666676139831542969e+01,3.768358230590820312e+01,5.079426574707031250e+01,4.038570785522460938e+01,2.095682907104492188e+01,1.950822448730468750e+01,-3.388322114944458008e+00,-3.000000000000000000e+01,-3.000000000000000000e+01,-2.870746994018554688e+01,-2.891273498535156250e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,1.201010131835937500e+01,-3.000000000000000000e+01,8.130851745605468750e+00,2.338885307312011719e+01,-1.629974365234375000e+00,-3.000000000000000000e+01,-3.000000000000000000e+01,1.173092937469482422e+01,2.402611351013183594e+01,-1.669781494140625000e+01,-1.706709671020507812e+01,-2.336960411071777344e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-2.581824111938476562e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01
-3.000000000000000000e+01,-3.000000000000000000e+01,1.201644325256347656e+01,-3.550354242324829102e+00,-1.849104881286621094e+01,4.194268703460693359e+00,5.673727393150329590e-01,-2.934631156921386719e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-1.797890090942382812e+01,-1.973677444458007812e+01,-2.159050178527832031e+01,-3.754295349121093750e+00,-1.817865180969238281e+01,3.744462203979492188e+01,5.080549240112304688e+01,4.026982116699218750e+01,2.044793510437011719e+01,1.835912895202636719e+01,-4.875578880310058594e+00,-3.000000000000000000e+01,-3.000000000000000000e+01,-2.869811630249023438e+01,-2.913438987731933594e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,1.210174846649169922e+01,-3.000000000000000000e+01,7.751514434814453125e+00,2.309721565246582031e+01,-2.579037189483642578e+00,-3.000000000000000000e+01,-3.000000000000000000e+01,1.194688320159912109e+01,2.428520965576171875e+01,-1.777573966979980469e+01,-1.683305168151855469e+01,-2.359192466735839844e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-2.484675979614257812e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01
-3.000000000000000000e+01,-3.000000000000000000e+01,1.151275730133056641e+01,-3.893355846405029297e+00,-1.929709053039550781e+01,4.129148006439208984e+00,5.830644369125366211e-01,-2.983275985717773438e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-1.779917526245117188e+01,-1.940701484680175781e+01,-2.122751617431640625e+01,-3.556632757186889648e+00,-1.969054222106933594e+01,3.720565795898437500e+01,5.081672286987304688e+01,4.015393447875976562e+01,1.993904304504394531e+01,1.721003341674804688e+01,-6.362836360931396484e+00,-3.000000000000000000e+01,-3.000000000000000000e+01,-2.868876266479492188e+01,-2.935604476928710938e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,1.219339561462402344e+01,-3.000000000000000000e+01,7.372177124023437500e+00,2.280557632446289062e+01,-3.528100252151489258e+00,-3.000000000000000000e+01,-3.000000000000000000e+01,1.216283702850341797e+01,2.454430770874023438e+01,-1.885366249084472656e+01,-1.659900665283203125e+01,-2.381424713134765625e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-2.387527656555175781e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01
-3.000000000000000000e+01,-3.000000000000000000e+01,1.093999576568603516e+01,-4.286526203155517578e+00,-2.026237297058105469e+01,4.076062679290771484e+00,6.301199197769165039e-01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-1.760339546203613281e+01,-1.911555862426757812e+01,-2.060335731506347656e+01,-3.461341381072998047e+00,-2.173850631713867188e+01,3.696860122680664062e+01,5.082945251464843750e+01,4.003286361694335938e+01,1.943819618225097656e+01,1.593496417999267578e+01,-7.672637939453125000e+00,-3.000000000000000000e+01,-3.000000000000000000e+01,-2.870426559448242188e+01,-2.952163696289062500e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,1.225934886932373047e+01,-3.000000000000000000e+01,7.072626113891601562e+00,2.258471488952636719e+01,-4.479126453399658203e+00,-2.833656692504882812e+01,-3.000000000000000000e+01,1.235647773742675781e+01,2.478372383117675781e+01,-2.018166160583496094e+01,-1.638008117675781250e+01,-2.417752838134765625e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-2.278645133972167969e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01
-3.000000000000000000e+01,-3.000000000000000000e+01,1.033164024353027344e+01,-4.706938266754150391e+00,-2.131287002563476562e+01,4.029144287109375000e+00,6.931642889976501465e-01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-1.739927864074707031e+01,-1.884447860717773438e+01,-1.983603286743164062e+01,-3.421254158020019531e+00,-2.405737113952636719e+01,3.673239517211914062e+01,5.084273529052734375e+01,3.990957260131835938e+01,1.894144821166992188e+01,1.459802246093750000e+01,-8.892006874084472656e+00,-3.000000000000000000e+01,-3.000000000000000000e+01,-2.873396301269531250e+01,-2.965551185607910156e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,1.231062889099121094e+01,-3.000000000000000000e+01,6.817046642303466797e+00,2.240133666992187500e+01,-5.431234836578369141e+00,-2.573231887817382812e+01,-3.000000000000000000e+01,1.253823280334472656e+01,2.501265716552734375e+01,-2.164992904663085938e+01,-1.616968345642089844e+01,-2.462090682983398438e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-2.163120651245117188e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01
-3.000000000000000000e+01,-3.000000000000000000e+01,9.723284721374511719e+00,-5.127350807189941406e+00,-2.236336898803710938e+01,3.982225656509399414e+00,7.562086582183837891e-01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-1.719515991210937500e+01,-1.857340049743652344e+01,-1.906871032714843750e+01,-3.381166934967041016e+00,-2.637623596191406250e+01,3.649618911743164062e+01,5.085601806640625000e+01,3.978627777099609375e+01,1.844470024108886719e+01,1.326107978820800781e+01,-1.011137485504150391e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-2.876365852355957031e+01,-2.978938865661621094e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,1.236190891265869141e+01,-3.000000000000000000e+01,6.561467170715332031e+00,2.221795845031738281e+01,-6.383342742919921875e+00,-2.312807083129882812e+01,-3.000000000000000000e+01,1.271998691558837891e+01,2.524159049987792969e+01,-2.311819648742675781e+01,-1.595928573608398438e+01,-2.506428718566894531e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-2.047596168518066406e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01
-3.000000000000000000e+01,-3.000000000000000000e+01,9.114930152893066406e+00,-5.547762870788574219e+00,-2.341386795043945312e+01,3.935307264328002930e+00,8.192530274391174316e-01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-1.699104118347167969e+01,-1.830232238769531250e+01,-1.830138587951660156e+01,-3.341079711914062500e+00,-2.869510078430175781e+01,3.625998306274414062e+01,5.086930084228515625e+01,3.966298294067382812e+01,1.794795227050781250e+01,1.192413806915283203e+01,-1.133074378967285156e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-2.879335594177246094e+01,-2.992326354980468750e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,1.241318893432617188e+01,-3.000000000000000000e+01,6.305887699127197266e+00,2.203458023071289062e+01,-7.335450649261474609e+00,-2.052382469177246094e+01,-3.000000000000000000e+01,1.290174198150634766e+01,2.547052574157714844e+01,-2.458646392822265625e+01,-1.574888706207275391e+01,-2.550766754150390625e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-1.932071876525878906e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01
-3.000000000000000000e+01,-2.939762687683105469e+01,8.439360618591308594e+00,-6.019266605377197266e+00,-2.449652099609375000e+01,3.886325597763061523e+00,8.824950456619262695e-01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-1.679964447021484375e+01,-1.804993820190429688e+01,-1.746010208129882812e+01,-3.288555860519409180e+00,-2.804117774963378906e+01,3.603029251098632812e+01,5.088330078125000000e+01,3.953894805908203125e+01,1.748208427429199219e+01,1.021331596374511719e+01,-1.231318950653076172e+01,-3.000000000000000000e+01,-2.995324897766113281e+01,-2.884784889221191406e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,1.243783855438232422e+01,-3.000000000000000000e+01,6.113993644714355469e+00,2.192313766479492188e+01,-8.138930320739746094e+00,-1.807913017272949219e+01,-3.000000000000000000e+01,1.306389045715332031e+01,2.567613220214843750e+01,-2.579000663757324219e+01,-1.555302810668945312e+01,-2.609841537475585938e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-1.819870948791503906e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01,-3.000000000000000000e+01
