348.96,348.96,348.96,348.96,348.96,348.96,348.96,348.96,348.96,348.96,348.96,348.96,348.96,348.96,348.96,348.96,348.96,348.96,348.96,348.96,348.96,348.96,348.96,349.75,349.75,349.75,349.75,349.75,349.75,349.75,349.75,349.75,349.75,349.75,349.75,349.75,349.75,349.75,349.56,349.56,351.09,351.09,351.09,351.09,351.09,351.09,351.09,351.09,351.09,351.09,351.09,351.09,351.09,350.77,350.77,350.77,350.77,350.77,350.77,350.77,350.77,350.77,350.77,350.77,350.77,350.77,350.77,350.77,351.69,351.69,351.69,351.69,351.69,351.69,351.69,351.69,351.69,351.69,351.69,351.69,351.69,351.69,351.69,352.12,352.12,352.12,352.12,352.12,352.12,352.12,352.12,352.12,352.12,352.12,352.12,352.12,352.12,352.12,351.18,351.18,351.18,351.18,351.18,351.18,351.18,351.18,351.18,351.18,351.18,351.18,351.18,351.18,351.18,351.49,351.49,351.49,351.49,351.49,351.49,351.49,351.49,351.49,351.49,351.49,351.49,351.49,351.49,351.49,351.01,351.01,351.01,351.01,351.01,351.01,351.01,351.01,351.01,351.01,351.01,351.01,351.01,351.01,351.01,350.59,350.59,350.59,350.59,350.59,350.59,350.59,350.59
346.76,346.76,346.76,346.76,346.76,346.76,346.76,346.76,346.91,346.91,346.91,346.91,346.91,346.91,346.91,346.91,346.91,346.91,346.91,346.91,346.91,346.91,346.91,347.53,347.53,347.53,347.53,347.53,347.53,347.53,347.53,347.53,347.53,347.53,347.53,347.53,347.53,347.53,347.17,347.17,350.13,350.13,350.13,350.13,350.13,350.13,350.13,350.13,350.13,350.13,350.13,350.13,350.13,349.85,349.85,349.85,349.85,349.85,349.85,349.85,349.85,349.85,349.85,349.85,349.85,349.85,349.85,349.85,350.79,350.79,350.79,350.79,350.79,350.79,350.79,350.79,350.79,350.79,350.79,350.79,350.79,350.79,350.79,350.97,350.97,350.97,350.97,350.97,350.97,350.97,350.97,350.97,350.97,350.97,350.97,350.97,350.97,350.97,350.4,350.4,350.4,350.4,350.4,350.4,350.4,350.4,350.4,350.4,350.4,350.4,350.4,350.4,350.4,350.59,350.59,350.59,350.59,350.59,350.59,350.59,350.59,350.59,350.59,350.59,350.59,350.59,350.59,350.59,350.02,350.02,350.02,350.02,350.02,350.02,350.02,350.02,350.02,350.02,350.02,350.02,350.02,350.02,350.02,349.36,349.36,349.36,349.36,349.36,349.36,349.36,349.36
345.62,345.62,345.62,345.62,345.62,345.62,345.62,345.62,345.9,345.9,345.9,345.9,345.9,345.9,345.9,345.9,345.9,345.9,345.9,345.9,345.9,345.9,345.9,346.28,346.28,346.28,346.28,346.28,346.28,346.28,346.28,346.28,346.28,346.28,346.28,346.28,346.28,346.28,345.97,345.97,349.41,349.41,349.41,349.41,349.41,349.41,349.41,349.41,349.41,349.41,349.41,349.41,349.41,348.83,348.83,348.83,348.83,348.83,348.83,348.83,348.83,348.83,348.83,348.83,348.83,348.83,348.83,348.83,349.55,349.55,349.55,349.55,349.55,349.55,349.55,349.55,349.55,349.55,349.55,349.55,349.55,349.55,349.55,349.82,349.82,349.82,349.82,349.82,349.82,349.82,349.82,349.82,349.82,349.82,349.82,349.82,349.82,349.82,349.34,349.34,349.34,349.34,349.34,349.34,349.34,349.34,349.34,349.34,349.34,349.34,349.34,349.34,349.34,349.41,349.41,349.41,349.41,349.41,349.41,349.41,349.41,349.41,349.41,349.41,349.41,349.41,349.41,349.41,348.93,348.93,348.93,348.93,348.93,348.93,348.93,348.93,348.93,348.93,348.93,348.93,348.93,348.93,348.93,348.36,348.36,348.36,348.36,348.36,348.36,348.36,348.36
344.55,344.55,344.55,344.55,344.55,344.55,344.55,344.55,344.92,344.92,344.92,344.92,344.92,344.92,344.92,344.92,344.92,344.92,344.92,344.92,344.92,344.92,344.92,345.1,345.1,345.1,345.1,345.1,345.1,345.1,345.1,345.1,345.1,345.1,345.1,345.1,345.1,345.1,344.8,344.8,348.59,348.59,348.59,348.59,348.59,348.59,348.59,348.59,348.59,348.59,348.59,348.59,348.59,347.93,347.93,347.93,347.93,347.93,347.93,347.93,347.93,347.93,347.93,347.93,347.93,347.93,347.93,347.93,348.32,348.32,348.32,348.32,348.32,348.32,348.32,348.32,348.32,348.32,348.32,348.32,348.32,348.32,348.32,348.67,348.67,348.67,348.67,348.67,348.67,348.67,348.67,348.67,348.67,348.67,348.67,348.67,348.67,348.67,348.31,348.31,348.31,348.31,348.31,348.31,348.31,348.31,348.31,348.31,348.31,348.31,348.31,348.31,348.31,348.23,348.23,348.23,348.23,348.23,348.23,348.23,348.23,348.23,348.23,348.23,348.23,348.23,348.23,348.23,347.85,347.85,347.85,347.85,347.85,347.85,347.85,347.85,347.85,347.85,347.85,347.85,347.85,347.85,347.85,347.38,347.38,347.38,347.38,347.38,347.38,347.38,347.38
343.52,343.52,343.52,343.52,343.52,343.52,343.52,343.52,343.94,343.94,343.94,343.94,343.94,343.94,343.94,343.94,343.94,343.94,343.94,343.94,343.94,343.94,343.94,343.95,343.95,343.95,343.95,343.95,343.95,343.95,343.95,343.95,343.95,343.95,343.95,343.95,343.95,343.95,343.69,343.69,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.15,347.15,347.15,347.15,347.15,347.15,347.15,347.15,347.15,347.15,347.15,347.15,347.15,347.15,347.15,347.18,347.18,347.18,347.18,347.18,347.18,347.18,347.18,347.18,347.18,347.18,347.18,347.18,347.18,347.18,347.53,347.53,347.53,347.53,347.53,347.53,347.53,347.53,347.53,347.53,347.53,347.53,347.53,347.53,347.53,347.31,347.31,347.31,347.31,347.31,347.31,347.31,347.31,347.31,347.31,347.31,347.31,347.31,347.31,347.31,347.07,347.07,347.07,347.07,347.07,347.07,347.07,347.07,347.07,347.07,347.07,347.07,347.07,347.07,347.07,346.78,346.78,346.78,346.78,346.78,346.78,346.78,346.78,346.78,346.78,346.78,346.78,346.78,346.78,346.78,346.43,346.43,346.43,346.43,346.43,346.43,346.43,346.43
342.53,342.53,342.53,342.53,342.53,342.53,342.53,342.53,342.96,342.96,342.96,342.96,342.96,342.96,342.96,342.96,342.96,342.96,342.96,342.96,342.96,342.96,342.96,342.82,342.82,342.82,342.82,342.82,342.82,342.82,342.82,342.82,342.82,342.82,342.82,342.82,342.82,342.82,342.59,342.59,346.83,346.83,346.83,346.83,346.83,346.83,346.83,346.83,346.83,346.83,346.83,346.83,346.83,346.32,346.32,346.32,346.32,346.32,346.32,346.32,346.32,346.32,346.32,346.32,346.32,346.32,346.32,346.32,346.17,346.17,346.17,346.17,346.17,346.17,346.17,346.17,346.17,346.17,346.17,346.17,346.17,346.17,346.17,346.41,346.41,346.41,346.41,346.41,346.41,346.41,346.41,346.41,346.41,346.41,346.41,346.41,346.41,346.41,346.31,346.31,346.31,346.31,346.31,346.31,346.31,346.31,346.31,346.31,346.31,346.31,346.31,346.31,346.31,345.94,345.94,345.94,345.94,345.94,345.94,345.94,345.94,345.94,345.94,345.94,345.94,345.94,345.94,345.94,345.69,345.69,345.69,345.69,345.69,345.69,345.69,345.69,345.69,345.69,345.69,345.69,345.69,345.69,345.69,345.48,345.48,345.48,345.48,345.48,345.48,345.48,345.48
341.53,341.53,341.53,341.53,341.53,341.53,341.53,341.53,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.94,341.71,341.71,341.71,341.71,341.71,341.71,341.71,341.71,341.71,341.71,341.71,341.71,341.71,341.71,341.71,341.4,341.4,345.77,345.77,345.77,345.77,345.77,345.77,345.77,345.77,345.77,345.77,345.77,345.77,345.77,345.39,345.39,345.39,345.39,345.39,345.39,345.39,345.39,345.39,345.39,345.39,345.39,345.39,345.39,345.39,345.24,345.24,345.24,345.24,345.24,345.24,345.24,345.24,345.24,345.24,345.24,345.24,345.24,345.24,345.24,345.33,345.33,345.33,345.33,345.33,345.33,345.33,345.33,345.33,345.33,345.33,345.33,345.33,345.33,345.33,345.22,345.22,345.22,345.22,345.22,345.22,345.22,345.22,345.22,345.22,345.22,345.22,345.22,345.22,345.22,344.85,344.85,344.85,344.85,344.85,344.85,344.85,344.85,344.85,344.85,344.85,344.85,344.85,344.85,344.85,344.61,344.61,344.61,344.61,344.61,344.61,344.61,344.61,344.61,344.61,344.61,344.61,344.61,344.61,344.61,344.54,344.54,344.54,344.54,344.54,344.54,344.54,344.54
340.5,340.5,340.5,340.5,340.5,340.5,340.5,340.5,340.97,340.97,340.97,340.97,340.97,340.97,340.97,340.97,340.97,340.97,340.97,340.97,340.97,340.97,340.97,340.66,340.66,340.66,340.66,340.66,340.66,340.66,340.66,340.66,340.66,340.66,340.66,340.66,340.66,340.66,340.56,340.56,344.74,344.74,344.74,344.74,344.74,344.74,344.74,344.74,344.74,344.74,344.74,344.74,344.74,344.53,344.53,344.53,344.53,344.53,344.53,344.53,344.53,344.53,344.53,344.53,344.53,344.53,344.53,344.53,344.47,344.47,344.47,344.47,344.47,344.47,344.47,344.47,344.47,344.47,344.47,344.47,344.47,344.47,344.47,344.42,344.42,344.42,344.42,344.42,344.42,344.42,344.42,344.42,344.42,344.42,344.42,344.42,344.42,344.42,344.35,344.35,344.35,344.35,344.35,344.35,344.35,344.35,344.35,344.35,344.35,344.35,344.35,344.35,344.35,344.05,344.05,344.05,344.05,344.05,344.05,344.05,344.05,344.05,344.05,344.05,344.05,344.05,344.05,344.05,343.87,343.87,343.87,343.87,343.87,343.87,343.87,343.87,343.87,343.87,343.87,343.87,343.87,343.87,343.87,343.92,343.92,343.92,343.92,343.92,343.92,343.92,343.92
339.65,339.65,339.65,339.65,339.65,339.65,339.65,339.65,340.03,340.03,340.03,340.03,340.03,340.03,340.03,340.03,340.03,340.03,340.03,340.03,340.03,340.03,340.03,339.89,339.89,339.89,339.89,339.89,339.89,339.89,339.89,339.89,339.89,339.89,339.89,339.89,339.89,339.89,340.1,340.1,343.74,343.74,343.74,343.74,343.74,343.74,343.74,343.74,343.74,343.74,343.74,343.74,343.74,343.79,343.79,343.79,343.79,343.79,343.79,343.79,343.79,343.79,343.79,343.79,343.79,343.79,343.79,343.79,343.98,343.98,343.98,343.98,343.98,343.98,343.98,343.98,343.98,343.98,343.98,343.98,343.98,343.98,343.98,343.76,343.76,343.76,343.76,343.76,343.76,343.76,343.76,343.76,343.76,343.76,343.76,343.76,343.76,343.76,343.72,343.72,343.72,343.72,343.72,343.72,343.72,343.72,343.72,343.72,343.72,343.72,343.72,343.72,343.72,343.61,343.61,343.61,343.61,343.61,343.61,343.61,343.61,343.61,343.61,343.61,343.61,343.61,343.61,343.61,343.61,343.61,343.61,343.61,343.61,343.61,343.61,343.61,343.61,343.61,343.61,343.61,343.61,343.61,343.61,343.76,343.76,343.76,343.76,343.76,343.76,343.76,343.76
339.1,339.1,339.1,339.1,339.1,339.1,339.1,339.1,339.17,339.17,339.17,339.17,339.17,339.17,339.17,339.17,339.17,339.17,339.17,339.17,339.17,339.17,339.17,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.76,339.76,342.94,342.94,342.94,342.94,342.94,342.94,342.94,342.94,342.94,342.94,342.94,342.94,342.94,343.34,343.34,343.34,343.34,343.34,343.34,343.34,343.34,343.34,343.34,343.34,343.34,343.34,343.34,343.34,343.76,343.76,343.76,343.76,343.76,343.76,343.76,343.76,343.76,343.76,343.76,343.76,343.76,343.76,343.76,343.25,343.25,343.25,343.25,343.25,343.25,343.25,343.25,343.25,343.25,343.25,343.25,343.25,343.25,343.25,343.26,343.26,343.26,343.26,343.26,343.26,343.26,343.26,343.26,343.26,343.26,343.26,343.26,343.26,343.26,343.47,343.47,343.47,343.47,343.47,343.47,343.47,343.47,343.47,343.47,343.47,343.47,343.47,343.47,343.47,343.73,343.73,343.73,343.73,343.73,343.73,343.73,343.73,343.73,343.73,343.73,343.73,343.73,343.73,343.73,344.03,344.03,344.03,344.03,344.03,344.03,344.03,344.03
